Accession;Description;Master;Abundance: F1: 128N, Sample, Alagille Syndrome;Abundance: F1: 130C, Sample, Alagille Syndrome;Abundance: F2: 130N, Sample, Alagille Syndrome;Abundance: F3: 127N, Sample, Alagille Syndrome;Abundance: F3: 129C, Sample, Alagille Syndrome;Abundance: F4: 126, Sample, Alagille Syndrome;Abundance: F4: 129N, Sample, Alagille Syndrome;Abundance: F1: 127C, Sample, Biliary Atresia;Abundance: F1: 130N, Sample, Biliary Atresia;Abundance: F2: 127N, Sample, Biliary Atresia;Abundance: F2: 129C, Sample, Biliary Atresia;Abundance: F3: 129N, Sample, Biliary Atresia;Abundance: F4: 128C, Sample, Biliary Atresia;Abundance: F4: 131N, Sample, Biliary Atresia;Abundance: F1: 126, Sample, Control;Abundance: F1: 129N, Sample, Control;Abundance: F2: 128C, Sample, Control;Abundance: F2: 131N, Sample, Control;Abundance: F3: 128N, Sample, Control;Abundance: F3: 130C, Sample, Control;Abundance: F4: 130N, Sample, Control;Abundance: F1: 131N, Sample, DAAT;Abundance: F2: 128N, Sample, DAAT;Abundance: F2: 130C, Sample, DAAT;Abundance: F3: 127C, Sample, DAAT;Abundance: F3: 130N, Sample, DAAT;Abundance: F4: 127N, Sample, DAAT;Abundance: F4: 129C, Sample, DAAT;Abundance: F1: 131C, Control, IS;Abundance: F2: 131C, Control, IS;Abundance: F3: 131C, Control, IS;Abundance: F4: 131C, Control, IS;Abundance: F1: 127N, Sample, PFIC;Abundance: F1: 128C, Sample, PFIC;Abundance: F1: 129C, Sample, PFIC;Abundance: F2: 126, Sample, PFIC;Abundance: F2: 127C, Sample, PFIC;Abundance: F2: 129N, Sample, PFIC;Abundance: F3: 126, Sample, PFIC;Abundance: F3: 128C, Sample, PFIC;Abundance: F3: 131N, Sample, PFIC;Abundance: F4: 127C, Sample, PFIC;Abundance: F4: 128N, Sample, PFIC;Abundance: F4: 130C, Sample, PFIC
Q9BQ39;ATP-dependent RNA helicase DDX50 OS=Homo sapiens OX=9606 GN=DDX50 PE=1 SV=1;Master Protein;118,4;96,6;307,8;109,4;108,1;144,7;130,8;91,3;80,2;437,3;356,7;101,1;154,9;142,7;77,7;93,8;339,6;391;103;97,1;163,8;34,8;279,8;187,4;96,6;91,7;250;210,5;76,2;301,9;95,4;139,6;112,3;90;93,3;338,3;325,6;321,9;135,6;134,1;154,9;165,1;184,3;182,6
P06276;Cholinesterase OS=Homo sapiens OX=9606 GN=BCHE PE=1 SV=1;Master Protein;666,4;405;173,9;336,8;447,9;116;121,6;666,8;472,3;193,1;178,7;250,2;108,1;116;368,1;441,4;209,6;233,7;272,9;205,2;118,5;413,8;138,9;131,2;217,3;334,1;83,8;100,4;503,9;134,8;325,5;115,8;532,9;398,1;700,8;148,8;152,3;193,8;394,6;390,7;399,1;139,7;130,7;104,7
Q96K19;E3 ubiquitin-protein ligase RNF170 OS=Homo sapiens OX=9606 GN=RNF170 PE=1 SV=2;Master Protein;735,6;480,8;308,4;204,5;392,2;224,9;280,5;490;324,1;381,7;390,2;239,2;349;271,5;403;379,9;373,4;404,8;198,7;338,4;308,1;138;271;230,6;241,7;232,9;164,5;192,8;409,8;300;248,3;276,1;494,7;530;345,5;330,2;301,4;380,2;262,4;286,7;318;397,1;306,2;345,4
Q12788;Transducin beta-like protein 3 OS=Homo sapiens OX=9606 GN=TBL3 PE=1 SV=2;Master Protein;;;376,3;148,5;194,2;244,3;289,4;;;499,5;432;172,4;363,4;297,3;;;411,1;414,2;213,1;175,8;357,6;;390,1;269,6;168,5;157;295,1;327,4;;369,9;153,1;311,5;;;;409,8;417,4;431,1;151,4;178,1;201,2;306,4;347,8;342,2
Q9Y4X5;E3 ubiquitin-protein ligase ARIH1 OS=Homo sapiens OX=9606 GN=ARIH1 PE=1 SV=2;Master Protein;622,4;506,6;305,1;504,7;604,3;401,1;445,2;476,4;408,9;384,7;330,5;588,8;510,7;447,6;457;558,2;327,8;325,4;588,4;590,2;480,7;194,8;269,7;272;502,9;500,5;466,3;511,4;461,3;291,1;545;434,5;552,4;516,5;416,4;295,9;301,7;306,6;628,7;625,4;748,2;510;554,8;511,1
Q7Z6M1;Rab9 effector protein with kelch motifs OS=Homo sapiens OX=9606 GN=RABEPK PE=1 SV=1;Master Protein;395,8;370,2;152;140;123,9;157,3;181,5;363,4;267,2;228,7;180,9;166,4;199,1;226;398,4;356,8;265,5;177,3;121,4;128,2;192,5;139,1;159,5;132,4;98,5;105,3;185,8;210,3;355,7;198,7;142,3;209,9;499,2;486,4;339,4;219;293,7;209,1;126,4;162,9;124,3;207,9;277,3;206,8
Q63HM9;PI-PLC X domain-containing protein 3 OS=Homo sapiens OX=9606 GN=PLCXD3 PE=1 SV=2;Master Protein;138,7;156,4;262,7;707,3;585,2;893;355,8;117,3;109,8;263,9;232;514,7;348;301,6;100,1;120,9;208,2;235,8;482,5;497,5;371,3;67,9;339,5;247;432,7;453,7;385,4;485,5;128,3;263,4;608,7;416,8;148,6;153,1;119,3;256,9;301;263,2;1180,3;814,1;1188,5;451,3;1123;624,5
A0A024RBG1;Diphosphoinositol polyphosphate phosphohydrolase NUDT4B OS=Homo sapiens OX=9606 GN=NUDT4B PE=3 SV=1;None;530,5;381,2;639,5;735,8;729,5;1103,3;787,4;419;263,4;742,5;669,5;642,6;813,6;687,8;537,2;420,4;674,9;803;569,3;726,7;839,5;230,7;988;648,9;973,9;596,7;1056,5;1289,1;501,4;736,1;668,4;829;406,9;378,2;392,3;576,1;512,6;802,2;1076,5;736,5;1045,4;884,4;1467,5;962,1
O75037;Kinesin-like protein KIF21B OS=Homo sapiens OX=9606 GN=KIF21B PE=1 SV=2;Master Protein;1140,1;842,7;242,7;777,3;406;664,9;432;733;954,9;343,5;282,7;451,1;410,9;380,6;692,8;1263,8;187,9;225,7;338,8;332,2;364;1479;317,7;146,5;391,4;425,6;472,4;738,6;1391,4;257,6;533,1;456,5;1621,3;1196;1263,8;322,2;249,2;330,5;931;584;840,4;519,8;877,9;661,9
P34810;Macrosialin OS=Homo sapiens OX=9606 GN=CD68 PE=1 SV=2;Master Protein;223,1;305,6;271,8;215,1;225,9;282,5;411,2;309,9;198,7;249,9;258,1;268,8;456,6;269,7;187,9;206,9;128,4;149,8;113;174,1;230,2;314,6;79,9;103,8;123,7;103,7;340,1;162,7;259,3;175,6;184,7;229,9;239,6;297,1;186,7;61,3;61,7;160,5;144,6;216;238,2;242;395,8;341,2
A6NFN3;RNA binding protein fox-1 homolog 3 OS=Homo sapiens OX=9606 GN=RBFOX3 PE=2 SV=4;None;546,9;464,4;208,7;219,1;274,6;227;233;405,8;407,7;261,9;234,7;240,3;243,4;201,7;373,7;534,2;190,9;210,9;208,3;246,5;215,3;160,1;209,1;120,9;202,7;208,5;225;290,7;488,9;205;248,1;234,8;463,3;510,2;444,8;205,3;221,1;219,6;294,4;288,7;344,7;254,5;345,3;289,7
Q99567;Nuclear pore complex protein Nup88 OS=Homo sapiens OX=9606 GN=NUP88 PE=1 SV=2;Master Protein;528,6;425;36,4;375,6;423,7;208,8;175,8;400,5;359,9;31,4;30,6;414,5;281,7;231,1;423,6;473,5;31,1;28,3;409,6;418,4;202,3;291,2;30;23,4;348,7;316,3;237,6;352,2;435,4;36;393,4;248,6;526,7;482,2;484,4;23,3;31,2;33,8;475,4;464,4;529,8;259,3;288;273,5
Q96BP3;Peptidylprolyl isomerase domain and WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=PPWD1 PE=1 SV=1;Master Protein;88;89,5;327,5;467,9;689,5;297,1;316,1;75,7;83,8;412,1;392,3;485,3;392;320,4;58,3;81,7;325,9;338,3;389,7;426,1;303,6;52,3;365,4;302,5;402,6;481,1;278,4;347,6;78,5;325,7;420,4;314,6;86,4;91,8;99;404,5;385,6;369,7;638,1;547,3;620,1;345,6;391,9;439,3
A0A0B4J1X5;Immunoglobulin heavy variable 3-74 OS=Homo sapiens OX=9606 GN=IGHV3-74 PE=3 SV=1;Master Protein;77,6;140,6;66;166,3;156,3;;;117,9;260,2;227;110,5;153,1;;;53;52,7;28,3;34,8;28,5;27,7;;379,4;139,1;258,9;60,6;123,6;;;195,3;117,8;115,3;;235,8;174,9;405,2;89,8;56,1;60,5;170,9;82,7;103,5;;;
Q5RKV6;Exosome complex component MTR3 OS=Homo sapiens OX=9606 GN=EXOSC6 PE=1 SV=1;Master Protein;159,3;122,8;299;413,7;467;194,8;200,7;130,2;126,6;391,2;336,2;412,5;241,8;201,1;131,3;120,3;319;324,8;328;446,6;245,1;268,7;257,2;166,6;315,8;308,2;161,3;172,1;144,2;303,2;389,2;191,3;150,6;141,8;138,6;281,5;278,9;426,2;448,7;511,5;579,1;243,7;257;259,3
Q9Y5K3;Choline-phosphate cytidylyltransferase B OS=Homo sapiens OX=9606 GN=PCYT1B PE=1 SV=1;None;534,4;389,3;523,5;599,7;816,3;527;611,3;432,2;336,2;634,6;630,4;686,7;674,1;569,5;375,8;503,4;603,1;590,3;576,5;703,5;798,8;171,4;517,5;342,5;664,3;733,9;753,5;766,2;423,2;508,9;711,5;635,8;477,4;441;385,2;560,9;578,1;626,9;745;714,7;883,9;688,4;704,4;660,1
Q96I51;RCC1-like G exchanging factor-like protein OS=Homo sapiens OX=9606 GN=RCC1L PE=1 SV=2;Master Protein;386,3;304,4;265;618,8;606,2;352,6;460,9;263,7;229,3;219,8;251,2;662,5;452,4;470,7;206;301,7;261,7;277;537,1;670,3;456,9;99,9;165,3;151,5;474,2;403,4;531,6;507,8;290,6;194,4;541,9;489,5;324,2;352,7;271,2;201,8;185,8;188,4;606,5;694,3;607,8;447;509,8;588,6
P49711;Transcriptional repressor CTCF OS=Homo sapiens OX=9606 GN=CTCF PE=1 SV=1;Master Protein;372,7;335,5;373,8;268,8;284,3;365,3;348,2;270,4;284,1;456,2;422,8;262,1;368,6;335;230,8;328,3;419,2;372,9;238,4;270,6;370,4;176,8;441,4;284,2;245,1;241;324,2;424,5;324,1;376,4;285,3;340,1;418,1;358,7;369,3;370,2;363,7;447;355,6;364,3;434,5;385,4;460,8;404,4
Q9H6U8;Alpha-1,2-mannosyltransferase ALG9 OS=Homo sapiens OX=9606 GN=ALG9 PE=1 SV=2;Master Protein;851,9;692,5;560,1;752,1;1002,1;109,6;169,8;689;551,8;616,2;689,6;864,2;179,7;161,5;476,7;576,8;598,2;642;688;715,6;152,3;268,3;479,1;337,3;673,5;617,1;142,6;166,3;646,6;557,6;793,8;145,2;751,6;651,5;573,6;645,2;616,4;680,9;720,3;981,2;956;183,6;170,4;200,4
P28715;DNA repair protein complementing XP-G cells OS=Homo sapiens OX=9606 GN=ERCC5 PE=1 SV=3;Master Protein;83,8;110,8;378,9;125,3;150,8;9,1;4,4;82,3;83,5;417,7;426,6;136,8;5,1;12;104,3;117,5;439,5;432,1;151,7;154,4;5,7;51,8;348,7;282,6;141,4;129,3;6,8;13,1;117,4;348,8;128,9;9,4;115,8;99,7;95,5;400,3;403,5;370,1;120,9;143,8;168,8;8,4;17,3;19,5
Q96EK5;KIF-binding protein OS=Homo sapiens OX=9606 GN=KIFBP PE=1 SV=1;Master Protein;72,4;68,2;47,6;;;22,6;26,6;63,5;58,6;72;52,4;;29,2;27,3;64,8;80,1;46,7;48,9;;;26,8;27,1;50,1;37,7;;;40,7;26,4;70;56,3;;24;88,7;79,5;61,5;54,9;60,2;56,3;;;;29,4;40;30,8
O75366;Advillin OS=Homo sapiens OX=9606 GN=AVIL PE=1 SV=3;Master Protein Rejected;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q9GZN8;UPF0687 protein C20orf27 OS=Homo sapiens OX=9606 GN=C20orf27 PE=1 SV=3;Master Protein;350,7;405,6;145,1;506;390;851,6;510;239,8;406,2;182,6;138,5;439,7;622,2;579,9;243,7;322,4;139,5;138,7;442,4;377,2;626,8;215,8;183,5;150,4;345,8;360,2;512,6;726,2;461,5;157,4;441,9;721,7;532;474,8;483,7;132,1;132;173,2;589,3;523,3;813,9;592;1148,8;852,7
Q9BY89;Uncharacterized protein KIAA1671 OS=Homo sapiens OX=9606 GN=KIAA1671 PE=1 SV=2;Master Protein;504,3;350,5;120,3;275,2;334,9;150;154,5;366,4;295,5;154,9;146,7;325;179,9;160,5;355,9;467;147,9;135;282,9;291,5;176,8;127,9;108,6;64,2;267,3;251,1;146,6;206,9;358,6;116,2;283;150,4;384,5;421,3;253,9;137,4;159,9;142;322;421,7;439,5;199,6;195,4;176,9
O75843;AP-1 complex subunit gamma-like 2 OS=Homo sapiens OX=9606 GN=AP1G2 PE=1 SV=1;Master Protein;33,4;25,1;121,5;60,5;72,7;82,3;96,1;31,4;31,1;138,7;144,9;71,7;100,2;92,4;21;25,1;143;132,6;88,9;72,3;103,5;6,9;127,8;108,6;124,6;91,9;88,1;112,8;24,4;113,4;86,2;80,5;44;28;28,2;111,2;123,7;109,4;80,2;78,8;92,6;90,7;113;100,5
P78559;Microtubule-associated protein 1A OS=Homo sapiens OX=9606 GN=MAP1A PE=1 SV=6;Master Protein;594,8;469,9;66,4;230,8;327,1;253,8;130,8;441,9;348,4;69,2;60,6;283,9;307,6;182,1;412,8;489,6;69,1;68,4;238,6;274,5;157,4;64,8;76;68,7;293,8;210,2;203,1;206,2;442,3;58,6;266,5;163,6;431,2;469,4;320,6;52,4;59,2;64,6;316,2;337,8;443,3;131,5;424,2;249,8
P27701;CD82 antigen OS=Homo sapiens OX=9606 GN=CD82 PE=1 SV=1;Master Protein;408,5;330;99,4;81,5;117,2;332,3;365,6;341,3;322,3;158,4;110,7;116,6;406;282,1;288,6;424,1;95,1;119,4;112,5;146;425;157,8;81,4;74,7;80;83;239,1;252;315,2;79,6;98,6;331,4;418,1;375,5;376,8;114;180,9;113,1;106,9;121,5;135,1;380;402,7;493,7
Q9H6U6;Breast carcinoma-amplified sequence 3 OS=Homo sapiens OX=9606 GN=BCAS3 PE=1 SV=3;Master Protein;158,8;135,1;108,2;228,8;306,3;345;268,9;117,7;109,4;116,6;114;245,5;299,7;357,6;104,9;126,4;112,1;118,9;257,7;251,6;306,8;69,9;91,6;61,6;239;237;253,1;320,2;135,8;94,3;222,8;280,8;151,1;133,5;118,8;103,8;108;132,3;249,4;238,2;311,9;349,2;354;314,8
Q9NR48;Histone-lysine N-methyltransferase ASH1L OS=Homo sapiens OX=9606 GN=ASH1L PE=1 SV=2;Master Protein;2404;1534,1;325,7;570,3;939,4;710,6;788,7;1620,3;1398,3;655,8;582,5;1017,6;1419,6;1069,5;1308,5;1586,4;235;290,7;767,3;791,8;838,8;460,6;306,9;209;648,4;597,6;824,2;813,1;1660,4;400;835,1;853,7;2050,6;1705,1;1613,1;553,4;411,6;497,7;978,3;1090;1356,4;1292,8;1415,9;1485,9
P42768;Wiskott-Aldrich syndrome protein OS=Homo sapiens OX=9606 GN=WAS PE=1 SV=4;Master Protein;155,6;147;118,5;357,1;506,2;581,4;480,7;132,1;114,8;173,9;146,3;399,7;497,3;474;111,1;148,5;89,6;88,5;371,5;356,2;450,6;92,7;124,6;111,2;342,9;321;442,8;640,4;142,9;110,8;379,5;516;215,4;172,8;152,7;137,3;112,7;137,6;371,5;392,4;565;559,8;714,3;600
P53355;Death-associated protein kinase 1 OS=Homo sapiens OX=9606 GN=DAPK1 PE=1 SV=6;Master Protein;63,8;60,5;460,4;341,2;514,4;722,1;811,5;66,3;61,6;601,2;683,2;586,3;1318,2;925,2;43,8;58,8;410;388,7;358,1;326,9;741,6;19,9;310,3;240;316,2;281,8;1092,3;1008,1;56,3;452,4;477,4;918,8;56,8;69,8;44,2;664,2;478,8;497,7;571,7;1100,9;506,8;1158,9;1725,2;1462,4
Q12824;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 OS=Homo sapiens OX=9606 GN=SMARCB1 PE=1 SV=2;Master Protein;668,8;622,3;331,8;436,3;472,4;505;484,5;456,7;504,8;511,9;403,2;455,4;548,2;480;483,2;630,8;341,3;341,2;406,9;448,5;438,7;277,8;385,9;283;383,9;361,3;562,7;749,6;598,8;320,4;441,9;468,5;730,4;683,6;545,3;369;349,8;402,3;537,2;526,6;611,3;518,2;689,8;650,6
Q96HA9;Peroxisomal membrane protein 11C OS=Homo sapiens OX=9606 GN=PEX11G PE=1 SV=1;Master Protein;1071,6;657,3;189,7;58,4;101,5;100,5;187,1;710,2;515,1;210;224,5;83,9;187;140,9;610,7;650,5;214,1;212,8;86,7;88,6;211;358,4;220,5;135,9;99,1;74,3;199,1;152,4;619,1;193,7;72,7;164,4;735,4;727,2;623,9;199,1;214,2;236,1;58,7;90,5;94,5;241,5;154,8;185,1
P01593;Immunoglobulin kappa variable 1D-33 OS=Homo sapiens OX=9606 GN=IGKV1D-33 PE=1 SV=2;Master Protein;189,3;169,9;149,2;247,1;356,4;366,5;102,7;159,6;163;273,2;192,2;391;145,6;120,3;128,6;195,1;137,2;151,5;212,9;179,2;88,4;133;168,5;178,7;202,3;235,5;95,7;198,4;179;149,4;219,9;108,7;214,6;180,2;248,3;123,2;145,9;162,9;211,2;259,8;287,7;100,3;176,9;111
Q96SL4;Glutathione peroxidase 7 OS=Homo sapiens OX=9606 GN=GPX7 PE=1 SV=1;Master Protein;301;342,3;253,2;89;72,9;640,7;480,9;312,7;289,6;235,2;281,9;111,9;1347,8;721,2;211,5;289,9;228,4;178,3;60,1;73,6;429;1415,3;189,8;132,3;91,5;77,1;648,2;912,2;379,6;213,5;93,7;680,9;310,4;312,2;376,1;172,3;247,1;179;106,8;111,3;122,1;668;890,8;721,1
Q96MM6;Heat shock 70 kDa protein 12B OS=Homo sapiens OX=9606 GN=HSPA12B PE=1 SV=2;Master Protein;186,7;130;259,8;314,6;385,4;235,6;234,1;137,1;99,1;268,3;246;312,5;337,3;280;107,4;127,8;229,6;255,6;303,8;296,4;319,5;55,4;268,1;224,4;331,8;333,4;310,1;317,6;135,3;220,7;318,3;284,2;148;131,5;117,3;252,6;287,5;295,7;422,7;402,5;405,9;337,2;314,9;303,6
Q96HD1;Protein disulfide isomerase CRELD1 OS=Homo sapiens OX=9606 GN=CRELD1 PE=1 SV=3;Master Protein;197,7;154,6;69,6;469;726,5;395,7;285;153,1;160,6;79,1;80,4;554;348,9;282,7;131,3;161,4;55,7;65,8;437,1;512,6;328,3;140,3;58,2;68,3;545,1;447,8;283;312,6;175;67,5;533,7;316,2;216,4;167,5;221,3;59,2;72,4;65,3;470,9;651;764,6;399,2;405,4;338,8
Q9Y2G5;GDP-fucose protein O-fucosyltransferase 2 OS=Homo sapiens OX=9606 GN=POFUT2 PE=1 SV=3;Master Protein;286,1;281,3;244,6;361,6;457,5;524,7;819,7;244,6;224,7;274,1;258,7;435,6;786,7;814,7;201,9;268,2;237,9;255,8;384,6;415,9;824,3;90,9;207;141,6;366,4;353,6;681,1;730,8;260;233,6;403,7;731,3;293,1;285,7;261,2;263,3;251,8;263,3;417,5;452;555,7;1018,4;759,3;923,1
A0A1B0GTU1;Zinc finger CCCH domain-containing protein 11B OS=Homo sapiens OX=9606 GN=ZC3H11B PE=4 SV=1;None;71,1;55,2;243;51,6;61;195,5;222,1;54,5;45,2;294,7;253,5;56,3;211,1;185,7;45,5;72,6;232,7;281,4;55,8;60;263;25,7;243,7;212,8;52,3;45;183;263,5;69,1;256,8;50,6;204,5;86,1;67,8;63,1;232,6;248,1;253,4;49;72,7;74,9;225,9;225,3;228,8
P05981;Serine protease hepsin OS=Homo sapiens OX=9606 GN=HPN PE=1 SV=1;Master Protein;189,7;174,8;451,5;242;355;97,3;162,9;154,9;125;500,1;548,5;281,1;198,4;178,9;118,2;218,1;498,6;547,2;299,8;291,5;189,2;32,1;330,2;244,2;261,9;242,8;135,9;117,3;146,6;450,9;264,1;184,4;156,4;166;104,3;522;538,2;547,9;285,4;368,6;441,4;436,5;153;226,5
Q9NRG9;Aladin OS=Homo sapiens OX=9606 GN=AAAS PE=1 SV=1;Master Protein;396,2;279,6;308,6;310,6;378,9;508,9;588,2;310;251,2;375,3;364,5;322,5;650,3;569,8;258,4;321,3;313,3;339,4;330,4;335,4;674,6;112,9;295,7;223,1;302,5;282,5;598,6;653,1;269;295,7;322,3;540,2;334,2;311,4;279,2;334,8;387,1;367,2;356,4;381,8;437,1;656,6;652,8;658,3
Q9Y241;HIG1 domain family member 1A, mitochondrial OS=Homo sapiens OX=9606 GN=HIGD1A PE=1 SV=1;Master Protein;421,1;662,7;373,3;321,2;301,8;29,6;51,1;434,2;244,1;352,2;391,6;314,9;59,7;58,7;427,8;457,1;597,3;458,9;414,3;324,2;62,9;121,8;282,6;238,2;261,2;287,2;84,7;44,6;346,4;351,2;270,4;19;349;352,2;271,3;324,5;450,8;345;217,5;271,2;334,1;66,7;54,2;70,3
O15213;WD repeat-containing protein 46 OS=Homo sapiens OX=9606 GN=WDR46 PE=1 SV=3;Master Protein;74,6;63,1;246,2;98,1;129,4;160;152,5;52,4;50,6;277,1;261,2;110,8;210,9;160,2;88,1;78,9;335,5;285,4;109,9;126,7;196,3;18,7;251,8;174,6;90,7;87,6;154,4;222,2;65,7;228,4;95,6;183,7;70,9;67,1;70,3;307;292,8;338,9;126,3;125;156,9;173,5;219,5;219,1
Q9BSR8;Protein YIPF4 OS=Homo sapiens OX=9606 GN=YIPF4 PE=1 SV=1;Master Protein;489,8;390,1;281,9;708,5;719,2;216,1;357,4;383,2;364,1;385;336,6;702,1;338,2;371,1;391,1;506,9;446,8;485,1;746,3;921,5;563,3;251,2;274,9;171,1;674,7;685,7;357,9;319,3;444,3;321;715,8;326,9;573,5;468,7;464,9;353,8;357,2;327,3;703,1;821,5;1091,4;382,6;358,5;371,8
Q8WU67;Phospholipase ABHD3 OS=Homo sapiens OX=9606 GN=ABHD3 PE=2 SV=2;Master Protein;389,6;387,8;296,5;264,8;442,6;220,1;347,8;402,5;247;332,9;371,1;354,7;479,6;379,7;321,1;360,6;333,2;395,5;339,4;365,9;419;78,2;218,5;141,9;381,7;331,1;267;338,4;330;295,9;372,4;351,1;265,5;370,3;190,7;326,6;346,3;337,4;351,3;363,7;516,9;367,5;397,7;362,6
O75995;SAM and SH3 domain-containing protein 3 OS=Homo sapiens OX=9606 GN=SASH3 PE=1 SV=2;Master Protein;198,3;193,7;212,6;300,6;214,9;365,2;268,4;176,1;202;239,9;205,2;261,5;294,3;320,4;115,1;211,4;148,2;178,5;228,2;182,3;272,6;419,6;191,3;196,1;216,9;231,8;290,3;328,3;250,6;192;280,1;256,4;369;279,4;248,7;220,5;181,3;201,4;316,1;326,3;556,9;217,8;387,9;371,9
O95363;Phenylalanine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=FARS2 PE=1 SV=1;Master Protein;83,6;98,8;379,4;76,6;107,3;442,4;600,6;80,4;66,8;445,7;491,4;122,6;558,2;664,3;73,9;88,1;431,3;399,1;108,9;148,4;742,9;23,7;306,1;201,9;97,9;101,5;610,2;570,5;59;354;106,7;637,8;77,8;85;52,5;444;396,4;445,6;114,1;134,4;136,4;621,8;631,4;577,3
Q9Y672;Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase OS=Homo sapiens OX=9606 GN=ALG6 PE=1 SV=2;Master Protein;1097,1;849,5;686,9;537,9;339,8;205;232,3;874,6;710,9;969,5;744,5;299,4;286,4;235,4;804,7;1023,3;918,8;920,1;277,8;314;269,4;617,4;1375,8;882,5;499,4;490,6;224,3;227,1;958,2;784,8;399,9;220,3;1043,6;1179,6;787,1;1005,1;1285,3;817,8;791,5;324,2;586,1;269,4;294,3;308,4
P82912;28S ribosomal protein S11, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS11 PE=1 SV=2;Master Protein;287,1;220,8;202,9;58;72,6;68;57,9;232,3;172,5;184,4;228,1;57,9;75,9;55,5;231,8;212,5;211,3;206,7;54,5;56,9;57,6;82,5;140,2;121,2;54,1;35,9;65;52,6;225,3;186,5;51,5;59,7;242,9;245,6;158,9;164,6;206,5;187,3;69,1;57,3;68;73,2;80,9;77,1
Q8IXK0;Polyhomeotic-like protein 2 OS=Homo sapiens OX=9606 GN=PHC2 PE=1 SV=1;Master Protein;87,4;69,6;184,8;281,7;346,7;325,9;452,6;91,1;83,2;257,5;264,6;350,8;541,5;459,5;38,5;51,6;179,2;193,2;288,5;323,5;429,1;23,1;169,2;127,8;272,3;253,6;451,2;556,5;77,2;190,1;310,1;430,1;112,6;99;77,6;223,4;241,3;220,2;355,3;399,4;377,4;503,6;540,9;562,9
Q8NFH4;Nucleoporin Nup37 OS=Homo sapiens OX=9606 GN=NUP37 PE=1 SV=1;Master Protein;335,9;321,8;226,8;197,5;208;177,1;193,8;187,1;228,1;281,8;241,7;207;222,9;193,5;265,7;275,5;237,7;230,9;194,6;192,1;209,4;86,3;219,4;163,2;162,4;156,9;246,1;279,5;317,8;228,5;194,7;179,6;284,4;272,2;299,5;239;248,3;238,9;236,4;272,9;246,6;227,6;271,3;242,1
O00391;Sulfhydryl oxidase 1 OS=Homo sapiens OX=9606 GN=QSOX1 PE=1 SV=3;Master Protein;376,1;358,2;424,4;250,8;279,6;704,2;547,3;311,2;283;437,8;421,6;256,1;643,8;523,1;309,8;361,6;471,7;481,4;268,2;294,1;629,9;289,1;358,7;383,9;284,5;216,7;623,6;824;397,5;399,8;236,5;572,5;444,5;428,3;511,9;361,2;410;399;277,8;293,8;333,8;605,5;1042,1;653,5
Q6UWE0;E3 ubiquitin-protein ligase LRSAM1 OS=Homo sapiens OX=9606 GN=LRSAM1 PE=1 SV=1;Master Protein;606,2;454,9;216,5;131,4;173,9;267,6;345,2;483,3;361,5;248,5;228,5;150,8;434,9;324,5;477,1;498,9;201,5;221,5;138,7;184,1;342,9;220,7;181,7;124,4;123,1;123,1;306,9;307,5;459,8;237;121,5;319,1;496,1;519,1;386,6;243,5;243,2;249,6;173,6;197,4;230,3;392,3;392,8;406
Q9H6S0;3'-5' RNA helicase YTHDC2 OS=Homo sapiens OX=9606 GN=YTHDC2 PE=1 SV=2;Master Protein;459,6;320,2;337,8;337,7;468;230,4;278,8;301,6;224,3;333;320,8;488,6;285,4;274,9;313,9;332,3;338,6;337,9;503,7;466,9;339,7;157,4;238,6;177,6;342,7;353,4;212;206,3;299,6;279,1;434,6;285,9;365;359,9;266,6;316,9;314,7;360,8;411;461,3;515,7;379,1;285,8;323,9
P23443;Ribosomal protein S6 kinase beta-1 OS=Homo sapiens OX=9606 GN=RPS6KB1 PE=1 SV=2;Master Protein;371,3;324,2;256,6;209,7;271,4;126,6;135,3;292,8;271,8;298,4;300,1;265,7;135;146;286,6;318,2;297,1;302,7;250,4;275,2;190,7;142,4;227,9;158,6;182,3;196,6;116,6;160;326,5;241,4;232,8;134;353,2;332,5;245,4;258,9;252,6;306,5;260;264;321,4;154,8;162,5;167,2
Q15750;TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 OS=Homo sapiens OX=9606 GN=TAB1 PE=1 SV=1;Master Protein;323,4;268,4;136,5;188,1;257,4;105,8;123,4;266,2;243,7;153,4;150,2;248,7;128,2;127,9;222;273,3;151,2;140,8;287,9;238,8;154,1;98,3;109,5;82,5;210,6;206,9;104,1;134,4;218,4;118,1;222,7;110,3;252,3;264,4;234,9;134,5;141,8;153,6;251,5;291;318,3;139,2;160,2;154,5
Q9NYB9;Abl interactor 2 OS=Homo sapiens OX=9606 GN=ABI2 PE=1 SV=1;None;524,2;421,8;369,9;640,4;680,5;539,9;504,3;356,1;393,3;414,6;357,2;683,9;675;626,1;384,8;475,5;248,4;330,6;686,5;645,8;531,7;247,4;316,7;270,6;608,1;680,7;544,4;643,3;444,6;300,5;694,8;534,4;459,6;504,4;461,1;310,6;317;323,6;800,8;782,9;971,5;656,9;765,3;724,9
